ID,title,description,streetaddress,lon,lat,geoAddress,city,state,amenityfeatures,type,Year,notes,dateadded,lastmodified,full.address,status
5,Georgetown Grill,,1329 Wisconsin Ave NW,-77.0631247,38.9074178,"1329 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(*) - Very popular,"Restaurant,Bars/Clubs",1965,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1329 Wisconsin Ave NW, District of Columbia",Google Verified Location
345,Georgetown U. -G.T. Walsh Bldg.,"(3rd & 4th Floors), Gymnasium, and Student Union (main floor) - T-Rooms",,-77.070027, 38.906166,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,,2/24/2020 5:41pm,2/26/2020 4:37pm,", District of Columbia",Verified Location
329,Georgetown U. -G.T. Walsh Bldg.,"(3rd & 4th Floors), Gymnasium, and Student Union (main floor) - T-Rooms",,-77.070027, 38.906166,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,,2/24/2020 5:41pm,2/26/2020 4:37pm,", District of Columbia",Verified Location
296,Georgetown U. -G.T. Walsh Bldg.,"(3rd & 4th Floors), Gymnasium, and Student Union (main floor)",,-77.070027, 38.906166,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1977,,2/24/2020 5:41pm,2/26/2020 4:37pm,", District of Columbia",Verified Location
282,Georgetown U. -G.T. Walsh Bldg.,"(3rd & 4th Floors), Gymnasium, and Student Union (main floor)",,-77.070027, 38.906166,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,,2/24/2020 5:41pm,2/26/2020 4:37pm,", District of Columbia",Verified Location
313,Georgetown U. -G.T. Walsh Bldg.,"(3rd & 4th Floors), Gymnasium, and Student Union (main floor) - T-Rooms",,-77.070027, 38.906166,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1978,,2/24/2020 5:41pm,2/26/2020 4:37pm,", District of Columbia",Verified Location
55,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,,Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
36,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
6,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,(PE) - Pretty elegant - jacket & tie may be required,Bars/Clubs,1965,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
20,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,(PE) - Pretty elegant - jacket & tie may be required,Bars/Clubs,1966,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
95,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,(PE) - Pretty elegant - jacket & tie may be required,Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
74,Golden Calf,,1133 14th St NW,-77.0315774,38.9047062,"1133 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,,Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1133 14th St NW, District of Columbia",Google Verified Location
349,Grand Central,(Disco) (Admission charge) just off New Jersey & I Streets,900 1st St. SE,-77.0058968,38.8792734,"900 first st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular,(B) - Blacks frequent","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"900 1st St. SE, District of Columbia",Google Verified Location
294,Grand Central,at 'K' St. just off New Jersey,900 1st St. SE,-77.0058968,38.8792734,"900 first st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant",1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"900 1st St. SE, District of Columbia",Google Verified Location
408,Grand Central,"(Many B, G) (Disco) (Was closed - may be reopening) just off New Jersey & I Streets",900 1st St. SE,-77.0058968,38.8792734,"900 first st se, washington, dc 20003, usa",Washington,District of Columbia,"(D) - Dancing,(B) - Blacks frequent,""(G) - Girls, but seldom exclusively""",Bars/Clubs,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"900 1st St. SE, District of Columbia",Google Verified Location
242,Grand Central,(looks like a winner) at New Jersey,900 1st St. SE,-77.0058968,38.8792734,"900 first st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"900 1st St. SE, District of Columbia",Google Verified Location
330,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
297,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,"Cruisy Area,(RT) - 'Raunchy types' - downtown type places - often hustlers",Cruising Areas,1977,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
267,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
346,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
314,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,"Cruisy Area,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent",Cruising Areas,1978,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
283,Greyhound Bus Depot,,,-77.027589,38.900256,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,,2/24/2020 5:41pm,2/26/2020 4:38pm,", District of Columbia",Verified Location
268,Gymnasium- George Washington Univ.,,,-77.048599,38.899715,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,Pin on GW Campus,2/24/2020 5:41pm,2/26/2020 4:40pm,", District of Columbia",Verified Location
254,Gymnasium--Geo. Washington Univ.,,,-77.048599,38.899715,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,Pin on GW Campus,2/24/2020 5:41pm,2/26/2020 4:40pm,", District of Columbia",Verified Location
258,Hideaway,(downstairs- below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing",Bars/Clubs,1975,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
231,Hideaway,(downstairs- below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing",Bars/Clubs,1973,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
306,Hideaway,(downstairs) (WE*),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(WE) = Weekends,(*) - Very popular",Bars/Clubs,1978,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
337,Hideaway,(Downstairs) (Tired),9th & Pennsylvania,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(OC) - Older/More Mature Crowd",Business,1980,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania, District of Columbia",Verified Location
243,Hideaway,(downstairs- below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing",Bars/Clubs,1974,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
322,Hideaway,(downstairs) (Tired),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(OC) - Older/More Mature Crowd",Bars/Clubs,1979,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
273,Hideaway,(downstairs),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(WE) = Weekends,(*) - Very popular",Bars/Clubs,1976,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
288,Hideaway,(downstairs) (WE*),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(WE) = Weekends,(*) - Very popular",Bars/Clubs,1977,,2/24/2020 5:41pm,2/26/2020 4:40pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
274,Horseshoe Saloon,,8th & E Sts. S.E.,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,1976,,2/24/2020 5:41pm,2/26/2020 4:41pm,"8th & E Sts. S.E., District of Columbia",Verified Location
289,Horseshoe Saloon,,8th & E Sts. S.E.,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1977,,2/24/2020 5:41pm,2/26/2020 4:41pm,"8th & E Sts. S.E., District of Columbia",Verified Location
37,Hubbard House,,1501 Connecticut Ave NW,-77.0436508,38.9105668,"1501 connecticut ave nw, washington, dc 20036, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1501 Connecticut Ave NW, District of Columbia",Google Verified Location
528,Hunting Lodge,(rear),2122 P St. NW,-77.0476088,38.9094067,"2122 p st nw, washington, dc 20037, usa",Washington,District of Columbia,,Restaurant,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"2122 P St. NW, District of Columbia",Google Verified Location
269,Iwo Jima Memorial--wooden area,"(Arlington, VA)",,-77.069721,38.890437,unclear_coded_by_hand,Arlington,VA,Cruisy Area,Cruising Areas,1975,,2/24/2020 5:41pm,2/26/2020 4:42pm,", Arlington",Verified Location
284,Iwo Jima Memorial--wooden area,"(Arlington, VA)",,-77.069721,38.890437,unclear_coded_by_hand,Arlington,VA,Cruisy Area,Cruising Areas,1976,,2/24/2020 5:41pm,2/26/2020 4:41pm,", Arlington",Verified Location
199,Jimmie's,,11st St NW bet M & N,-77.026909,38.906366,unclear_coded_by_hand,Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,1970,Pin in middle of street,2/24/2020 5:41pm,2/26/2020 4:42pm,"11st St NW bet M & N, District of Columbia",Verified Location
209,Jimmie's,,11st St NW bet M & N,-77.026909,38.906366,unclear_coded_by_hand,Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,1971,Pin in middle of street,2/24/2020 5:41pm,2/26/2020 4:42pm,"11st St NW bet M & N, District of Columbia",Verified Location
189,Jimmie's,,11st St NW bet M & N,-77.026909,38.906366,unclear_coded_by_hand,Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,1969,Pin in middle of street,2/24/2020 5:41pm,2/26/2020 4:42pm,"11st St NW bet M & N, District of Columbia",Verified Location
219,Joanna's,,8th & E St. S.E.,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(*) - Very popular,""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,1972,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. S.E., District of Columbia",Verified Location
232,Joanna's,,8th & E St. S.E.,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(*) - Very popular,""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,1973,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. S.E., District of Columbia",Verified Location
210,Joanna's,,8th & E St. S.E.,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(*) - Very popular,""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,1971,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. S.E., District of Columbia",Verified Location
244,Joanna's,(weekends*),8th & 'E' St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"8th & 'E' St. SE, District of Columbia",Verified Location
1,Johnnie's,,8th & E Sts SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1965,,2/24/2020 5:39pm,2/26/2020 4:43pm,"8th & E Sts SE, District of Columbia",Verified Location
181,Johnnie's,,8th & E Sts SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1966,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E Sts SE, District of Columbia",Verified Location
220,Johnnie's ,,8th & E St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1972,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. SE, District of Columbia",Verified Location
190,Johnnie's ,,8th & E St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1969,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. SE, District of Columbia",Verified Location
185,Johnnie's ,,8th & E Sts SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1968,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E Sts SE, District of Columbia",Verified Location
233,Johnnie's ,,8th & E St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(*) - Very popular",Bars/Clubs,1973,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. SE, District of Columbia",Verified Location
211,Johnnie's ,,8th & E St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1971,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. SE, District of Columbia",Verified Location
200,Johnnie's ,,8th & E St. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1970,,2/24/2020 5:41pm,2/26/2020 4:43pm,"8th & E St. SE, District of Columbia",Verified Location
77,Lafayette (Leon's) Chicken Hut,,1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
58,Lafayette (Leon's) Chicken Hut,,1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
99,Lafayette Chicken Hut (Leon's),,1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
123,Lafayette Chicken Hut (Leon's),(upstairs),1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
285,Lafayette Park,,,-77.036549,38.899537,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,,2/24/2020 5:41pm,2/26/2020 4:43pm,", District of Columbia",Verified Location
270,Lafayette Park,,,-77.036549,38.899537,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,,2/24/2020 5:41pm,2/26/2020 4:43pm,", District of Columbia",Verified Location
298,Lafayette Park,,,-77.036549,38.899537,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1977,,2/24/2020 5:41pm,2/26/2020 4:43pm,", District of Columbia",Verified Location
315,Lafayette Park,,,-77.036549,38.899537,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1978,,2/24/2020 5:41pm,2/26/2020 4:43pm,", District of Columbia",Verified Location
255,Lafayette Park,,,-77.036549,38.899537,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,,2/24/2020 5:41pm,2/26/2020 4:43pm,", District of Columbia",Verified Location
529,Lamas Women's Store,"(Books, etc.)",321 7th St. SE,-76.9964034,38.8855301,"321 7th st se, washington, dc 20003, usa",Washington,District of Columbia,,Book Store,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"321 7th St. SE, District of Columbia",Google Verified Location
297,Lambda Rising,(Book Store),1724 20th St. NW,-77.0450451,38.9136126,"1724 20th st nw, washington, dc 20009, usa",Washington,District of Columbia,,Book Store,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"1724 20th St. NW, District of Columbia",Google Verified Location
353,Lambda Rising,(Book Store),1724 20th St. NW,-77.0450451,38.9136126,"1724 20th st nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Book Store,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1724 20th St. NW, District of Columbia",Google Verified Location
412,Lambda Rising,(Book Store),1724 20th St. NW,-77.0450451,38.9136126,"1724 20th st nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Book Store,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"1724 20th St. NW, District of Columbia",Google Verified Location
467,Lambda Rising Book Store,,2012 S St. NW,-77.045493,38.9139292,"2012 s st nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Book Store,1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"2012 S St. NW, District of Columbia",Google Verified Location
520,Lambda Rising Book Store,,2012 S St. NW,-77.045493,38.9139292,"2012 s st nw, washington, dc 20009, usa",Washington,District of Columbia,(*) - Very popular,Book Store,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"2012 S St. NW, District of Columbia",Google Verified Location
290,Last National Bank,"(Some W, SM) (Looks promising)",9th & New York Ave NW,-77.023987, 38.90216,unclear_coded_by_hand,Washington,District of Columbia,"(D) - Dancing,(W) - Western or coyboy types",Bars/Clubs,1977,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & New York Ave NW, District of Columbia",Verified Location
471,Le Salon,"(Books, toys, peep shows, film etc.) (2nd floor)",804 14th St. NW,-77.0318939,38.9002805,"804 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,"(*) - Very popular,(P) - Private club - Inquire locally to admission","Business,Book Store",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"804 14th St. NW, District of Columbia",Google Verified Location
524,Le Salon,"(Books, toys, peep shows, film etc.) (2nd floor) ('Action' maze)",804 14th St. NW,-77.0318939,38.9002805,"804 14th st nw, washington, dc 20005, usa",Washington,District of Columbia,"(*) - Very popular,(P) - Private club - Inquire locally to admission","Business,Book Store",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"804 14th St. NW, District of Columbia",Google Verified Location
355,Leather Rack,(clothing),918 9th St. NW,-77.024859,38.9017062,"918 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,Business,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"918 9th St. NW, District of Columbia",Google Verified Location
521,Leather Rack,"(Leather, clothes, etc.) (Above Eagle)",904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,Business,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"904 9th St. NW, District of Columbia",Google Verified Location
414,Leather Rack,(clothing),918 9th St. NW,-77.024859,38.9017062,"918 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,Business,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"918 9th St. NW, District of Columbia",Google Verified Location
468,Leather Rack,"(Leather, clothes, etc.) (Above Eagle)",904 9th St. NW,-77.0239838,38.901359,"904 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,Business,1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"904 9th St. NW, District of Columbia",Google Verified Location
39,Leon's ,(Chicken Hut),1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
22,Leon's (Chicken Hut),(Chicken Hut),1720 H St NW,-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1966,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1720 H St NW, District of Columbia",Google Verified Location
245,Life Raft,,639 Pennsylvania Ave. S.E.,-76.9971233,38.8847082,"639 pennsylvania ave se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs,Restaurant",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"639 Pennsylvania Ave. S.E., District of Columbia",Google Verified Location
195,Life Raft,,639 Pennsylvania Ave. S.E.,-76.9971233,38.8847082,"639 pennsylvania ave se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"639 Pennsylvania Ave. S.E., District of Columbia",Google Verified Location
158,Life Raft,,639 Pennsylvania Ave. S.E.,-76.9971233,38.8847082,"639 pennsylvania ave se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"639 Pennsylvania Ave. S.E., District of Columbia",Google Verified Location
196,Lost & Found,"(No neon sign, but don't miss it... new, enlarged facilities!) ",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"56 L St. SE, District of Columbia",Google Verified Location
356,Lost & Found,"(Disco) (Admission charge- No neon sign, but don't miss it... just follow the crowd) (Disco)",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"56 L St. SE, District of Columbia",Google Verified Location
298,Lost & Found,"(No neon sign, but don't miss it) (Disco)",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"56 L St. SE, District of Columbia",Google Verified Location
246,Lost & Found,"(No neon sign, but don't miss it) ",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"56 L St. SE, District of Columbia",Google Verified Location
472,Lost & Found,"(Disco) (No neon sign, but don't miss it!) (Disco)",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing","Restaurant,Bars/Clubs",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"56 L St. SE, District of Columbia",Google Verified Location
415,Lost & Found,"(Disco) (No neon sign, but don't miss it) (Disco)",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"56 L St. SE, District of Columbia",Google Verified Location
530,Lost & Found,"(Disco) (No neon sign, but don't miss it!) (Disco)",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing","Restaurant,Bars/Clubs",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"56 L St. SE, District of Columbia",Google Verified Location
159,Lost & Found,"(No neon sign, but don't miss this one) ",56 L St. SE,-77.0066899,38.8776671,"56 l st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1973,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"56 L St. SE, District of Columbia",Google Verified Location
40,Lou's Hide-A-Way,"(downstairs below Hickory House)
",Pennsylvania & 9th St NW ,-77.023651 ,38.893709,"pennsylvania, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"Pennsylvania & 9th St NW , District of Columbia",Google Verified Location
202,Lou's Hide-A-Way,(downstairs below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,1970,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
192,Lou's Hide-A-Way,(downstairs below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,1969,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
8,Lou's Hideaway,,821 Penna Ave NW,-77.023651 ,38.893709,"821 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1965,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"821 Penna Ave NW, District of Columbia",Google Verified Location
