"","ID","title","description","streetaddress","lon","lat","geoAddress","city","state","amenityfeatures","type","Year","notes","dateadded","lastmodified","full.address","Status"
"17",493,"69th Precinct","(Baths & health club) (Looks promising)","7001 Blair Rd. NW",-77.0182723,38.9747863,"7001 blair rd nw, washington, dc 20012, usa","Washington","District of Columbia","","Baths",1979,NA,"2/18/2020 12:45am","2/18/2020 2:10am","7001 Blair Rd. NW, District of Columbia","Google Verified Location"
"18",506,"Bachelors Mill","(Some L)","500 8th St. SE",-76.9947048,38.8825789,"500 8th st se, washington, dc 20003, usa","Washington","District of Columbia","(D) - Dancing,""(L) - Ladies/Ms, but seldom exclusively unless noted""","Bars/Clubs",1980,NA,"2/18/2020 1:18am","2/18/2020 2:11am","500 8th St. SE, District of Columbia","Google Verified Location"
"19",389,"Barbary Coast","","2200 Wisconsin Ave. N.W.",-77.0709494,38.9191704,"2200 wisconsin ave nw, washington, dc 20007, usa","Washington","District of Columbia","","Bars/Clubs",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","2200 Wisconsin Ave. N.W., District of Columbia","Google Verified Location"
"20",228,"Barn","(above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing,(AH) - After Hours","Bars/Clubs,Restaurant",1975,NA,"2/16/2020 6:33pm","2/17/2020 1:06am","305 9th St. NW, District of Columbia","Google Verified Location"
"21",390,"Barn","(Above Louie's) (S-WE*)","305 9th St. ",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) = Weekends,(*) - Very popular","Bars/Clubs",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","305 9th St. , District of Columbia","Google Verified Location"
"22",449,"Barn","(Above Louie's) (WE*)","305 9th St. ",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) = Weekends,(*) - Very popular","Bars/Clubs",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","305 9th St. , District of Columbia","Google Verified Location"
"23",182,"Barn","(after hours) (above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing","Bars/Clubs,Restaurant",1974,NA,"2/16/2020 5:59pm","2/17/2020 1:06am","305 9th St. NW, District of Columbia","Google Verified Location"
"24",281,"Barn","(above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(AH) - After Hours,(WE) = Weekends","Bars/Clubs,Restaurant",1976,NA,"2/17/2020 12:53am","2/17/2020 1:29am","305 9th St. NW, District of Columbia","Google Verified Location"
"25",334,"Barn","(Above Louie's) (S-WE*)","305 9th St. ",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) = Weekends,(*) - Very popular","Bars/Clubs",1977,NA,"2/17/2020 1:08am","2/17/2020 7:26pm","305 9th St. , District of Columbia","Google Verified Location"
"26",144,"Barn","(after hours) (above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing","Bars/Clubs,Restaurant",1973,NA,"2/16/2020 5:39pm","2/17/2020 1:06am","305 9th St. NW, District of Columbia","Google Verified Location"
"27",335,"Bijou Theatre","","411 L St.",-77.0163994,38.9038982,"411 l st nw, washington, dc 20001, usa","Washington","District of Columbia","","Theatre",1977,NA,"2/17/2020 1:08am","2/17/2020 7:26pm","411 L St., District of Columbia","Google Verified Location"
"28",469,"Blue Plains Dance Palace","(No booze now, but may be adding liquor) (Disco) (Could be a winner)","1345 High St. SE",-76.9863269,38.8627177,"1345 high st se, washington, dc 20020, usa","Washington","District of Columbia","(D) - Dancing","Bars/Clubs",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","1345 High St. SE, District of Columbia","Google Verified Location"
"29",208,"Brass Rail","(across the street from the Court Jesters)","809 13th St. N.W.",-77.029588,38.900301,"unclear_coded_by_hand","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1971,"","2/24/2020 5:41pm","2/26/2020 4:24pm","809 13th St. N.W., District of Columbia","Verified Location"
"30",450,"Brass Rail","","809 13th St. NW",-77.0295879,38.9003005,"809 13th st nw, washington, dc 20005, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","809 13th St. NW, District of Columbia","Google Verified Location"
"31",218,"Brass Rail","13th St. at New York Ave. N.W.","",-77.029588,38.900301,"unclear_coded_by_hand","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1972,"","2/24/2020 5:41pm","2/26/2020 4:24pm",", District of Columbia","Verified Location"
"32",282,"Brass Rail","","809 13th St. N.W.",-77.0295879,38.9003005,"809 13th st nw, washington, dc 20005, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent","Bars/Clubs",1976,NA,"2/17/2020 12:53am","2/17/2020 1:29am","809 13th St. N.W., District of Columbia","Google Verified Location"
"33",392,"Brass Rail","","809 13th St. NW",-77.0295879,38.9003005,"809 13th st nw, washington, dc 20005, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","809 13th St. NW, District of Columbia","Google Verified Location"
"34",229,"Brass Rail","","809 13th St. N.W.",-77.0295879,38.9003005,"809 13th st nw, washington, dc 20005, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent","Bars/Clubs",1975,NA,"2/16/2020 6:33pm","2/17/2020 1:06am","809 13th St. N.W., District of Columbia","Google Verified Location"
"35",336,"Brass Rail","","809 13th St. NW",-77.0295879,38.9003005,"809 13th st nw, washington, dc 20005, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1977,NA,"2/17/2020 1:08am","2/17/2020 7:26pm","809 13th St. NW, District of Columbia","Google Verified Location"
"36",229,"Brass Rail","13th St. at New York Ave. N.W.","809 13th St. N.W.",-77.029588,38.900301,"unclear_coded_by_hand","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent","Bars/Clubs",1973,"","2/24/2020 5:41pm","2/26/2020 4:24pm","809 13th St. N.W., District of Columbia","Verified Location"
"37",241,"Brass Rail","","809 13th St. N.W.",-77.029588,38.900301,"unclear_coded_by_hand","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent","Bars/Clubs",1974,"","2/24/2020 5:41pm","2/26/2020 4:24pm","809 13th St. N.W., District of Columbia","Verified Location"
"38",114,"Buffalo Bill's","","2000 P St. N.W.",-77.0452638,38.9094409,"2000 p st nw, washington, dc 20036, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent,(*) - Very popular","Restaurant,Bars/Clubs",1972,NA,"2/16/2020 4:44pm","2/17/2020 1:06am","2000 P St. N.W., District of Columbia","Google Verified Location"
"39",293,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1977,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"40",310,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1978,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"41",237,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1973,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"42",279,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1976,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"43",326,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1979,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"44",343,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas",1980,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"45",250,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1974,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"46",263,"Canal & 'K' Sts. N.W.","","",-77.037293,38.902422,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1975,"Pin placed on K St.","2/24/2020 5:41pm","2/26/2020 4:32pm",", District of Columbia","Verified Location"
"47",230,"Cap 'n' Guy's","","1212 New York Ave. NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1975,NA,"2/16/2020 6:33pm","2/17/2020 1:06am","1212 New York Ave. NW, District of Columbia","Google Verified Location"
"48",184,"Cap 'n' Guy's","","1212 New York Ave. NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1974,NA,"2/16/2020 5:59pm","2/17/2020 1:06am","1212 New York Ave. NW, District of Columbia","Google Verified Location"
"49",31,"Cap 'n' Guys","","1212 New York Ave NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1968,NA,"2/16/2020 1:42pm","2/17/2020 1:06am","1212 New York Ave NW, District of Columbia","Google Verified Location"
"50",15,"Cap 'n' Guys","","1212 New York Ave NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1966,NA,"2/16/2020 1:41pm","2/17/2020 1:06am","1212 New York Ave NW, District of Columbia","Google Verified Location"
"51",283,"Cap 'n' Guys","","1212 New York Ave. NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1976,NA,"2/17/2020 12:53am","2/17/2020 1:29am","1212 New York Ave. NW, District of Columbia","Google Verified Location"
"52",1,"Cap N' Guy's","","1212 New York Ave NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1965,NA,"2/16/2020 1:41pm","2/17/2020 1:06am","1212 New York Ave NW, District of Columbia","Google Verified Location"
"53",49,"Cap n' Guys","","1212 New York Ave NW",-77.0288013,38.9001057,"1212 new york ave nw, washington, dc 20002, usa","Washington","District of Columbia","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs",1969,NA,"2/16/2020 1:42pm","2/17/2020 1:06am","1212 New York Ave NW, District of Columbia","Google Verified Location"
"54",327,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1979,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"55",294,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1977,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"56",264,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1975,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"57",238,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1973,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"58",280,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1976,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"59",311,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1978,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"60",251,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1974,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"61",225,"Capitol Hill","Hitch-hikers bet. 6th & 9th on Pennsylvania
","",-76.996525,38.884444,"unclear_coded_by_hand","Washington","District of Columbia","Cruisy Area","Cruising Areas",1972,"Pin placed between 6th and 9th St.","2/24/2020 5:41pm","2/26/2020 4:33pm",", District of Columbia","Verified Location"
"62",337,"Capitol Hill Townhouse","(looks promising)","506 8th St. SE",-76.994739,38.8825187,"506 8th st se, washington, dc 20003, usa","Washington","District of Columbia","","Restaurant",1977,NA,"2/17/2020 1:08am","2/17/2020 7:27pm","506 8th St. SE, District of Columbia","Google Verified Location"
"63",507,"Capitol Hill Townhouse","(Was closed - may be reopening)","506 8th St. SE",-76.994739,38.8825187,"506 8th st se, washington, dc 20003, usa","Washington","District of Columbia","","Restaurant",1980,NA,"2/18/2020 1:18am","2/18/2020 2:11am","506 8th St. SE, District of Columbia","Google Verified Location"
"64",393,"Capitol Hill Townhouse","","506 8th St. SE",-76.994739,38.8825187,"506 8th st se, washington, dc 20003, usa","Washington","District of Columbia","","Restaurant",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","506 8th St. SE, District of Columbia","Google Verified Location"
"65",451,"Capitol Hill Townhouse","","506 8th St. SE",-76.994739,38.8825187,"506 8th st se, washington, dc 20003, usa","Washington","District of Columbia","","Restaurant",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","506 8th St. SE, District of Columbia","Google Verified Location"
"66",68,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1970,NA,"2/16/2020 1:42pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"67",115,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1972,NA,"2/16/2020 4:44pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"68",338,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1977,NA,"2/17/2020 1:08am","2/17/2020 7:27pm","510 9th St NW, District of Columbia","Google Verified Location"
"69",231,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1975,NA,"2/16/2020 6:33pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"70",89,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1971,NA,"2/16/2020 4:44pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"71",185,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1974,NA,"2/16/2020 5:59pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"72",394,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","510 9th St NW, District of Columbia","Google Verified Location"
"73",146,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1973,NA,"2/16/2020 5:39pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"74",508,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1980,NA,"2/18/2020 1:18am","2/18/2020 2:11am","510 9th St NW, District of Columbia","Google Verified Location"
"75",452,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","510 9th St NW, District of Columbia","Google Verified Location"
"76",32,"Carroll's Tavern","","510 9th Ave NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular","Bars/Clubs",1968,NA,"2/16/2020 1:42pm","2/17/2020 1:06am","510 9th Ave NW, District of Columbia","Google Verified Location"
"77",50,"Carroll's Tavern","","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1969,NA,"2/16/2020 1:42pm","2/17/2020 1:06am","510 9th St NW, District of Columbia","Google Verified Location"
"78",16,"Carroll's Tavern","","510 9th Ave NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","","Bars/Clubs",1966,NA,"2/16/2020 1:41pm","2/17/2020 1:06am","510 9th Ave NW, District of Columbia","Google Verified Location"
"79",284,"Carroll's Tavern","(Lunch*) (RT nights)","510 9th St NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1976,NA,"2/17/2020 12:53am","2/17/2020 1:29am","510 9th St NW, District of Columbia","Google Verified Location"
"80",2,"Carroll's Tavern","","510 9th Ave NW",-77.0243098,38.8967636,"510 9th st nw, washington, dc 20004, usa","Washington","District of Columbia","","Bars/Clubs",1965,NA,"2/16/2020 1:41pm","2/17/2020 1:06am","510 9th Ave NW, District of Columbia","Google Verified Location"
"81",339,"Charleroi","(Disco) (WE*) (Some G) (Open for lunch)","529 8th St. SE",-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa","Washington","District of Columbia","(WE) = Weekends,(*) - Very popular,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls, but seldom exclusively""","Restaurant,Bars/Clubs",1977,NA,"2/17/2020 1:08am","2/18/2020 2:09am","529 8th St. SE, District of Columbia","Google Verified Location"
"82",453,"Chesapeake House","(Nude go go boys) (Some 'hustlers')","746 9th St NW",-77.0243753,38.8996045,"746 9th st nw, washington, dc 20001, usa","Washington","District of Columbia","","Bars/Clubs,Restaurant",1979,NA,"2/18/2020 12:30am","2/18/2020 2:10am","746 9th St NW, District of Columbia","Google Verified Location"
"83",509,"Chesapeake House","(Nude go go boys) (Some 'hustlers')","746 9th St NW",-77.0243753,38.8996045,"746 9th st nw, washington, dc 20001, usa","Washington","District of Columbia","(*) - Very popular","Bars/Clubs,Restaurant",1980,NA,"2/18/2020 1:18am","2/18/2020 2:11am","746 9th St NW, District of Columbia","Google Verified Location"
"84",3,"Chicken Hut","(also called DeSanto's or Lafayette)","1720 H St. NW",-77.0405115,38.8999563,"1720 h st nw, washington, dc 20006, usa","Washington","District of Columbia","(*) - Very popular","Bars/Clubs",1965,NA,"2/16/2020 1:41pm","2/17/2020 1:06am","1720 H St. NW, District of Columbia","Google Verified Location"
"85",340,"Cinema Follies","(Theater)","37 L St. SE",-77.0080904,38.8772448,"37 l st se, washington, dc 20003, usa","Washington","District of Columbia","","Theatre",1977,NA,"2/17/2020 1:08am","2/18/2020 2:09am","37 L St. SE, District of Columbia","Google Verified Location"
"86",396,"Cinema Follies","(Theater) ('wild back room')","37 L St. SE",-77.0080904,38.8772448,"37 l st se, washington, dc 20003, usa","Washington","District of Columbia","","Theatre",1978,NA,"2/17/2020 7:57pm","2/18/2020 2:10am","37 L St. SE, District of Columbia","Google Verified Location"
