ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
19,Goldenrod Social Club ,(Some G) (also C-AH-WE) ,155 Government Street ,Mobile,AL,"(M) - Mixed - Some Straights ,(YC) - Young and/or collegiate types",Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
21,Princess House Lounge ,,254 Government St.  ,Mobile,AL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,11/5/2019 10:41am,11/10/2019 1:48pm
22,Society Lounge ,,56 S. Conception ,Mobile,AL,"""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
23,T.J.’s Lounge ,"(Some G, B, RT) ",301 St. Francis ,Mobile,AL,,Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
27,Rainbow,,305 Randolph St. ,Montgomery,AL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
28,Chucker’s ,,2121 6th St. ,Tuscaloosa,AL,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
31,Log Cabin Inn & Country Store ,,42 Kings Highway,Eureka Springs,AK,"(M) - Mixed - Some Straights ,""(H) - Hotel, motel, or other overnight accomodations"",""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant,Hotels",,,11/5/2019 10:41am,12/15/2019 4:56pm
32,Bonnie’s ,(WE-$1 adm.) ,North 10 Street,Ft. Smith,AK,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,11/5/2019 10:41am,11/10/2019 2:21pm
33,Hi-Camp Lounge ,,80 No. 10th St.,Ft. Smith,AK,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
35,Peacock Lounge ,(Some G) ,220 Central Avenue,Hot Springs,AK,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
42,Drop In Lounge ,,2915 Gulf-to-Bay Blvd.,Clearwater,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
43,In Town Lounge ,(Disco) (Looks promising) ,103 S. Garden Ave. ,Clearwater,FL,(D) - Dancing,Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
45,Our Place ,,4430 N. Banana River Blvd.,Cocoa Beach,FL,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing",Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
47,Adult Newstand ,(Holly Hill) ,711 N. Ridgewood,Daytona Beach,FL,,Book Store,,,11/5/2019 10:47am,11/10/2019 1:47pm
48,Bull Pen ,(“Midnight Cowboys”),516 Main,Daytona Beach,FL,(*) - Very popular,Bars/Clubs,,,11/5/2019 10:47am,11/10/2019 2:21pm
49,Chateau de Valencia ,,128 N. Atlantic,Daytona Beach,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 10:50am,11/10/2019 2:18pm
50,Damien’s Yum Yum Tree ,(Holly Hill) ,703 N. Ridgewood,Daytona Beach,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:50am,11/10/2019 2:21pm
52,Eldorado Motel ,,805 N. Atlantic,Daytona Beach,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 10:59am,11/10/2019 2:00pm
53,Hollywood Lounge ,,415 Main ,Daytona Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:59am,11/10/2019 2:21pm
54,Mary’s ,(afternoon’s only),On the boardwalk,Daytona Beach,FL,"(M) - Mixed - Some Straights ,(YC) - Young and/or collegiate types",Bars/Clubs,,,11/5/2019 10:59am,11/10/2019 2:21pm
56,Zodiac Lounge ,(Some G) (Disco) (S. Daytona Beach) ,1654 S. Ridgewood,Daytona Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:59am,11/10/2019 2:21pm
59,“A” Adult Book Store ,,1915 S. Federal Highway,Ft. Lauderdale,FL,,Book Store,,,11/5/2019 10:59am,11/10/2019 2:00pm
60,Adult Entertainment Center ,,298 N. Federal Highway,Ft. Lauderdale,FL,,Bars/Clubs,,,11/5/2019 10:59am,11/10/2019 2:21pm
61,Bela-Mar Apartment-Motel ,,3801 North Ocean Boulevard,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,11/5/2019 10:59am,11/10/2019 2:00pm
62,Blue Atlantic Motel ,,2901 Rio Mar Street,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 10:59am,11/10/2019 2:00pm
63,Everglades ,(South Federal Highway) ,1931 S.E. 6th Avenue ,Ft. Lauderdale,FL,"(W) - Western or coyboy types,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,11/5/2019 10:59am,11/10/2019 2:21pm
64,Fantasy Club ,(Disco) ,714 S.E. 17th Street Causeway ,Ft. Lauderdale,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(D) - Dancing",Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
65,Full Moon Lounge ,(Disco) ,708 North Federal Highway ,Ft. Lauderdale,FL,(D) - Dancing,Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
66,Galt Riviera Motel ,,3811 N. Ocean Blvd. ,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 11:04am,11/10/2019 2:01pm
67,Glory Hole Book Store ,,3224 W. Broward ,Ft. Lauderdale,FL,,Book Store,,,11/5/2019 11:04am,11/10/2019 2:01pm
68,Good Times Bar ,,2889 W. Broward ,Ft. Lauderdale,FL,,Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
69,Grotto ,,1914 E. Oakland ,Ft. Lauderdale,FL,"(OC) - Older/More Mature Crowd,(D) - Dancing",Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
70,Gym Health Club ,(baths) ,901 S.W. 27th Avenue ,Ft. Lauderdale,FL,"(YC) - Young and/or collegiate types,(*) - Very popular",Baths,,,11/5/2019 11:04am,11/10/2019 1:45pm
71,Jaybird’s News ,(J.N.B. – books and toys) ,2515 W. Broward Blvd. ,Ft. Lauderdale,FL,(*) - Very popular,Book Store,,,11/5/2019 11:04am,11/10/2019 1:46pm
72,Marlin Beach Hotel ,(Swimming pool & pool side bar) (Ft. Lauderdale Beach) ,17 S. Atlantic Blvd. ,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,11/5/2019 11:04am,11/10/2019 1:55pm
73,M.C.C.,,1127 S.W. 2nd Court ,Ft. Lauderdale,FL,(MCC) M.C.C. - Metropolitan Community Church,Church,,,11/5/2019 11:04am,11/10/2019 2:01pm
74,Odds & Ends ,,3148 N.E. 12th Avenue ,Ft. Lauderdale,FL,"""(G) - Girls/Ms, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
75,Phases ,(Liquor) (Disco) (Looks promising) ,2829 W. Broward Blvd. ,Ft. Lauderdale,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(D) - Dancing",Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
76,Palm Plaza Motel ,,2801 Rio Mar Street ,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 11:04am,11/10/2019 2:01pm
77,Poop Deck,Marlin Beach Hotel (Ft. Lauderdale Beach) (S-downstairs) (Liquor) (Disco) ,17 S. Atlantic Blvd.,Ft. Lauderdale,FL,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(D) - Dancing,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular","Hotels,Bars/Clubs",,,11/5/2019 11:04am,11/10/2019 2:01pm
78,Saloon ,(Thru arcade) ,219 S.W. 1st Avenue,Ft. Lauderdale,FL,"(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:04am,11/10/2019 2:21pm
79,Stop Over Inn ,,1900 S. Federal Highway ,Ft. Lauderdale,FL,"(M) - Mixed - Some Straights ,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/5/2019 11:07am,11/10/2019 2:01pm
80,Tacky’s,(W-‘butch bar’-PT) (next to Jaybird News) (R on Sundays)  ,2509 W. Broward Bl.,Ft. Lauderdale,FL,,Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
81,Tangerine ,(Liquor) (Disco) ,2960 North Federal Highway ,Ft. Lauderdale,FL,"(*) - Very popular,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(E) - Entertainment,(S) - Shows - impersonators or record pantomime acts - often touristy,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
82,The Stall,(Liquor – Looks promising adjoins Venture Inn) ,1791 W. Broward Blvd. ,Ft. Lauderdale,FL,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(W) - Western or coyboy types","Bars/Clubs,Hotels",,,11/5/2019 11:07am,11/10/2019 1:59pm
83,Tony’s Villa ,(Italian) ,2468 Wilton Manor Drive ,Ft. Lauderdale,FL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
84,Tunnel Bar ,(Some midnight cowboys) ,545 S.E. 6th Avenue ,Ft. Lauderdale,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
85,Venture Inn,(Liquor) ,1791 W. Broward,Ft. Lauderdale,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(D) - Dancing,(E) - Entertainment,(*) - Very popular","Hotels,Bars/Clubs",,,11/5/2019 11:07am,11/10/2019 2:01pm
86,Zanzibar,,214 S.W. 1st Avenue ,Ft. Lauderdale,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
90,Bradford Hotel Bar ,,2255 S. 1st Street ,Ft. Myers,FL,(M) - Mixed - Some Straights ,"Hotels,Bars/Clubs",,,11/5/2019 11:07am,11/10/2019 1:56pm
91,Club ,,1514 Jackson,Ft. Myers,FL,"(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(BYOB) - Bring your own bottle,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:07am,11/10/2019 2:21pm
93,Melody Club ,,4130 N.W. 6th Street ,Gainsville,FL,(*) - Very popular,Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
94,Witch Hazels ,(Disco) ,203 N.W. 1st Street ,Gainsville,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
97,Back Room ,(side entrance) ,800 N. Federal Highway  ,Hallandale,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
98,Keiths’s Cruise Room ,(Disco) (Open until 6 a.m. – best late) (Old Dixie Highway) ,813 S.E. 1st Avenue ,Hallandale,FL,"(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
99,Rum Bottoms,(Unisex) (Disco) ,1001 N. Federal Highway ,Hallandale,FL,"(M) - Mixed - Some Straights ,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
100,Job Lounge ,,1795 Okeechobee Road,Hialeah,FL,"(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
101,Patsy’s Club ,,766 E. 25th Street ,Hialeah,FL,"(M) - Mixed - Some Straights ,""(G) - Girls/Ms, but seldom exclusively""",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
102,Executive Room ,(late) ,715 S.W. 21st Ave. ,Hollywood,FL,(M) - Mixed - Some Straights ,Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
103,Locker Room ,(Baths) (3 floors – use rear entrance) ,1914 Hollywood Blvd. ,Hollywood,FL,(*) - Very popular,Baths,,,11/5/2019 11:29am,11/10/2019 1:45pm
104,Tee Jay’s,(Disco) ,2100 N. Dixie Highway ,Hollywood,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
105,Top’s Disco ,,2027 Pembroke Rd. ,Hollywood,FL,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
107,Brothers,"(Some W, SM, - WE*) ",484 May Street ,Jacksonville,FL,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,11/5/2019 11:29am,11/10/2019 2:21pm
108,"
  Club
  Baths of Jacksonville
  ",,1939 Hendricks ,Jacksonville,FL,(*) - Very popular,Baths,,,11/5/2019 11:36am,11/10/2019 1:45pm
110,"
  Derby House
  ",,1068 Park St. ,Jacksonville,FL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
111,"
  French Quarter
  ",(Disco) ,527 Main Street ,Jacksonville,FL,"(B) - Blacks frequent,(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
112,"
  Male Box
  ",,2071 Market Street ,Jacksonville,FL,,Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
114,"
  My Little Dude 
  ",(may be closing) ,2952 Roosevelt,Jacksonville,FL,,Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
115,"
  Other Dimension 
  ",Mayflower Hotel ,Julia Street ,Jacksonville,FL,"(B) - Blacks frequent,(BYOB) - Bring your own bottle","Hotels,Bars/Clubs",,,11/7/2019 2:45pm,11/10/2019 2:02pm
116,"
  Producers 
  ",(Disco) (Open Sundays) ,3609 Phillips Highway ,Jacksonville,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
119,"
  Bo’s Crowbar
  ",(Open Sundays) ,504 North 1st Street ,Jacksonville Beach,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
121,"
  Big Ruby’s Guest House 
  ",,617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/7/2019 2:45pm,11/10/2019 2:18pm
122,"
  China Gate 
  ",,1007 Simonton,Key West,FL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,11/7/2019 2:45pm,11/10/2019 1:52pm
123,"
  Compass Rose 
  ",,611 Duval Street,Key West,FL,,Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
124,"
  Delmonico’ s
  ",(Some G) (Disco) ,218 Duval Street,Key West,FL,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:45pm,11/10/2019 2:21pm
126,"
  Italian Garden
  ",,1208 Simonton ,Key West,FL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,11/7/2019 2:45pm,11/10/2019 1:52pm
127,"
  Key Lime Village 
  ",,727 Truman Ave. ,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/7/2019 2:45pm,11/10/2019 2:02pm
128,Key Lodge Motel ,,1004 Duval at Truman ,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/7/2019 2:50pm,11/10/2019 2:02pm
130,Poor Richard’s Buttery ,,408 Greene,Key West,FL,"(M) - Mixed - Some Straights ,(PE) - Pretty elegant - jacket & tie may be required,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,11/7/2019 2:51pm,11/10/2019 1:52pm
131,Redwood Apartments,,719 South Street ,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/7/2019 2:51pm,11/10/2019 2:18pm
132,Lakeside Villas Motel ,,1255 Lake Shore ,Lake Alfred,FL,"(M) - Mixed - Some Straights ,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,11/7/2019 2:51pm,11/10/2019 2:18pm
133,Music Box,,628 Lake Avenue ,Lake Worth,FL,(*) - Very popular,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
134,Back Room ,"Surf & Sand Lounge (Wednesdays – Sundays, 9 p.m. to 2 a.m.) ",41601 Gulf Bl. ,Lake Worth,FL,(*) - Very popular,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
135,My Brother’s Place ,,13437 Gulf Blvd.,Lake Worth,FL,,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
136,Allegro ,,6480 S.W. 8th Street ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
137,Bachelor’s II ,,2847 S.W. Coral Way ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
138,Cactus Lounge ,,2041 N.E. Biscayne ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
139,Candlelight Club ,(For admission inquire at Warehouse VIII) ,2869 S.W. 27th Avenue ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular,(P) - Private club - Inquire locally to admission",Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
140,Carnival ,(Latins) ,137 N.E. 3rd Avenue ,Miami,FL,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
141,Club Miami Baths ,,2991 Coral Way ,Miami,FL,(*) - Very popular,Baths,,,11/7/2019 2:51pm,11/10/2019 1:45pm
142,Country Store ,(Coconut Grove),2880 Florida Ave. ,Miami,FL,"(M) - Mixed - Some Straights ,(PE) - Pretty elegant - jacket & tie may be required,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Bars/Clubs,,,11/7/2019 2:51pm,11/10/2019 2:21pm
143,Double “R” ,(This complex includes (H) (R) (E) (YC) (Disco) (D) (Swimming Pool) ,1001 N.E. 2nd Ave. ,Miami,FL,"(W) - Western or coyboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(*) - Very popular",Hotels,,,11/7/2019 2:51pm,11/10/2019 2:02pm
144,8000 Club/Resort,,8000 Biscayne Boulevard ,Miami,FL,"(*) - Very popular,""(H) - Hotel, motel, or other overnight accomodations"",""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(E) - Entertainment,(YC) - Young and/or collegiate types,(D) - Dancing",Hotels,,,11/7/2019 2:53pm,11/10/2019 2:19pm
145,El Coral ,,930 Le Jeune Rd. ,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
146,Fox Hole ,,2000 N.E. 2nd Ave.,Miami,FL,"(OC) - Older/More Mature Crowd,(PT) - Pool Table",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
147,Gold Keg ,,93 N.E. 36th Street ,Miami,FL,,Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
148,Hamlet ,(Coconut Grove) ,3416 Main Highway ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
150,Kitty Kat Theatre ,,7770 Biscayne Blvd. ,Miami,FL,,Theatre,,,11/7/2019 2:57pm,11/10/2019 1:47pm
151,Leprechaun ,,7305 Bird Road ,Miami,FL,"(E) - Entertainment,(OC) - Older/More Mature Crowd",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
152,M.C.C. ,,3901 N.W. 2nd Avenue,Miami,FL,(MCC) M.C.C. - Metropolitan Community Church,Church,,,11/7/2019 2:57pm,11/10/2019 2:02pm
153,Mermaid,(popular days & until 5 a.m. – back room at Vie’s (M) – can use side door) ,107 N.E. 2nd Avenue ,Miami,FL,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
154,Midway ,,2322 N.E. 2nd Avenue ,Miami,FL,"(OC) - Older/More Mature Crowd,(PT) - Pool Table",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
155,Mr. D’s ,8000 Club (French R) ,8000 Biscayne Blvd. ,Miami,FL,"(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
156,Nook Beer Bar ,(closes 12 midnight) (Coral Gables) ,255 Minorca,Miami,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,11/7/2019 2:57pm,11/10/2019 2:21pm
157,Pleasure Chest ,(“toys” and things) Club Miami Baths ,2991 Coral Way ,Miami,FL,,Baths,,,11/7/2019 2:57pm,11/10/2019 1:45pm
159,Red Rooster ,,2404 N.E. 2nd Avenue ,Miami,FL,(OC) - Older/More Mature Crowd,Bars/Clubs,,,11/7/2019 3:00pm,11/10/2019 2:21pm
160,Regency Health Center ,(Baths – Upstairs) ,5 S.W. 2nd Avenue ,Miami,FL,(OC) - Older/More Mature Crowd,Baths,,,11/7/2019 3:00pm,11/10/2019 1:45pm
161,Scotch & Sirloin ,,4735 W. Flagler ,Miami,FL,"(M) - Mixed - Some Straights ,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,11/7/2019 3:00pm,11/10/2019 1:52pm
163,Second Landing ,(Use rear stairway) (Off Parking Lot) (Le Jeune Road),820 S.W. 42nd Avenue ,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(D) - Dancing,""(G) - Girls/Ms, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,11/7/2019 3:00pm,11/10/2019 2:21pm
