ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
26,Geoerge's Ocean House,"(Ft. Lauderdale Beach)
",1609 N. Atlantic ,Ft. Lauderdale,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,8/13/2019 10:31am,8/13/2019 10:46am
27,The Saloon,,219 SW 1st Ave,Ft. Lauderdale,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:46am
28,Zanzibar,,214 SW 1st Ave,Ft. Lauderdale,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:46am
29,Bradford Hotel Lounge ,,Main St. ,Ft. Myers,FL,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 10:46am
30,Calypso Lounge ,,150 San Carlos,Ft. Myers,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:46am
31,Pub,,921 W. University Ave,Gainsville,FL,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds,(*) - Very popular",Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:46am
32,Alpine,,800 N. Federal Hwy,Hallandale,FL,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
33,Cork Room ,,Hwy 1,Hallandale,FL,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 10:52am
34,Tops Original Annex,,2027 Pembroke Rd,Hollywood,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
35,Bo's Reef,,3225 Forst,Jacksonville,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
36,Circus Bar,"inquire locally
",,Jacksonville,FL,,Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 10:52am
37,Howard's ,,238 W. Adams,Jacksonville,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
38,Red Fez,,Beach Blvd,Jacksonville,FL,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 10:52am
39,Waldorf Lounge,,14 E. Forsythe,Jacksonville,FL,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
40,Butch's,"(open Sundays)
",412 Boardwalk,Jacksonville Beach,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
41,Gallery,,224 Duval,Key West,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
42,Rudy's,,124 Duval,Key West,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 10:52am
43,Bayshore Pharmacy ,,Coconut Grove,Miami,FL,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,checked,,8/13/2019 10:31am,8/13/2019 10:58am
44,Big Spot,(upstairs--use outside private entrance on side st),3604 SW 8th St,Miami,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
45,Cactus Lounge,,2041 NE Biscayne,Miami,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
46,Candlelight,Coconut Grove,3131 Commodore Plaza,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 10:31am,8/13/2019 10:59am
47,Carnival,,137 NE 3rd Ave,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
48,Circus Hwy 1,,N. Miami ,Miami,FL,,Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 11:00am
49,Deluxe,,2800 NW 27th St,Miami,FL,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
50,El Carol,Coral Gables,930 Le Jeune Rd,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
51,Fox Hole,,200 NE 2nd Ave,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
52,Googies,"Coconut Grove
",5832 NW 27th Ave,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
53,Hamlet,,3416 Main Hwy,Miami,FL,"(M) - Mixed Crowds,(YC) - Young and/or collegiate types",Bars/Clubs,checked,,8/13/2019 10:31am,8/13/2019 11:00am
54,Last Word Coral Way,,Coral Way nr 27th ,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
55,Le Moon Villas ,Coconut Grove,2661 Bayshore Drive,Miami,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,8/13/2019 10:31am,8/13/2019 10:59am
56,Leprechaun,West Miami,7305 Bird Rd,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
57,Mermaid Room,(behind Vic's - use side street private entrance),101 NE 2nd Ave,Miami,FL,"(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:00am
58,Mon Petit,(Above the Little Spot),78th & Biscayne,Miami,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
59,Nook Beer Bar,Coral Gables,255 Minorca,Miami,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
60,Pagoda Room,"(back room at Big Spot)
",3604 SW 8th St,Miami,FL,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
61,Studio,,3071 SW 32nd Ave,Miami,FL,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 10:31am,8/13/2019 11:08am
62,Top of the Roman ,"(upstairs)
",NE 2nd Ave & 2nd St,Miami,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
63,Alley,,1685 Alton Rd. ,Miami Beach,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
64,Barbary Coast,,401 Ocean Dr,Miami Beach,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
65,Basin Street,,1610 Alton Rd,Miami Beach,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
66,Casbar,,1390 Ocean Dr,Miami Beach,FL,,Bars/Clubs,,,8/13/2019 10:31am,8/13/2019 11:08am
67,Cook's Bath House,,475 Ocean Dr,Miami Beach,FL,,Baths,,,8/13/2019 10:31am,8/13/2019 11:08am
68,Frenchie's ,,1614 Alton Rd ,Miami Beach,FL,,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 11:08am
69,Mayflower Lounge,"(go thru bar to Billy Lee's Back Room admission charge)
",1716 Alton Rd,Miami Beach,FL,"(D) - Dancing,(YC) - Young and/or collegiate types",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 11:08am
70,Pin Up,,2228 Park Ave,Miami Beach,FL,,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 11:08am
71,Cactus Room,,60 N. Orange Ave,Orlando,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 11:08am
72,Phil Berger's Muscial Bar,,29 W. Central,Orlando,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 11:08am
73,San Carlos Hotel Bar,,1 Pelfox,Pensacola,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
74,Trader Jon's ,,511 S. Pelfox ,Pensacola,FL,,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
75,Davey Jones' Locker,"(touristy-winters) St. Petersburg Beach
",7212 Gulf Blvd,St. Petersburg,FL,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
76,Patio,,1637 4th St. S. ,St. Petersburg,FL,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
77,Sherwood ,,7 1st St N,St. Petersburg,FL,"(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
78,Ten Beach Dr. ,,10 Beach Drive,St. Petersburg,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
79,Trade Winds,,233 Central Ave,St. Petersburg,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
80,Elbo Room,,5 Blvd of Presidents,Sarasota,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
81,Huricane,,Main & Palm,Sarasota,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
82,Northside Tavern,,2805 N Tamiami,Sarasota,FL,,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
83,Cypress Lounge,Floridian Hotel,204 N Monroe,Tallahassee,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
84,Duval Hotel Bar,,415 N. Monroe,Tallahassee,FL,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
85,Long Branch ,,W. Tennessee St,Tallahassee,FL,,Bars/Clubs,checked,,8/13/2019 10:32am,8/13/2019 2:04pm
86,Carousel ,,1806 W. Platt St,Tampa,FL,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
87,Cujojo's,,1725 W. Kennedy,Tampa,FL,"""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
88,Ohio,,Tampa & Polk,Tampa,FL,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
89,Kikiki,,723 Morgan,Tampa,FL,(*) - Very popular,Bars/Clubs,,,8/13/2019 10:32am,8/13/2019 2:04pm
90,Living Room,Big Apple Shopping Center,,Titusville,FL,(*) - Very popular,Bars/Clubs,checked,,8/13/2019 10:32am,8/13/2019 2:04pm
91,Jerry Field's,,U.S. Hwy 1 North,Titusville,FL,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 11:16am,8/13/2019 2:04pm
92,Turf,,221 Datura,West Palm Beach,FL,,Bars/Clubs,,,8/13/2019 11:16am,8/13/2019 2:04pm
93,Blue Room,,86 Cain NW,Atlanta,GA,"(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 11:16am,8/13/2019 2:04pm
94,Cameo Lounge,,182 Spring NW,Atlanta,GA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,8/13/2019 11:16am,8/13/2019 2:04pm
95,Joy Lounge,,557 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:04pm
96,La Cuisine,inquire locally,,Atlanta,GA,"(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,checked,,8/13/2019 1:41pm,8/13/2019 2:04pm
97,Maid's Quarters,,Piedmont at 5th,Atlanta,GA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds",Restaurant,checked,,8/13/2019 1:41pm,8/13/2019 1:45pm
98,Mrs.P's ,"Ponce De Leon Hotel
",551 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
99,Petite Lounge,Dinkler Plaza Hotel,Forsythe & Luckie,Atlanta,GA,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
100,Piccolo Lounge,,1129 Peachtree St,Atlanta,GA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
101,Pringe George Inn,,114 6th St NE,Atlanta,GA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds",Restaurant,,,8/13/2019 1:41pm,8/13/2019 2:05pm
102,Red Dog Saloon,,3106 Peachtree Rd NE,Atlanta,GA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
103,The Scene,(upstairs),225 Peachtree St NE,Atlanta,GA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
104,Rebel Room,,1001 Green St,Augusta,GA,,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
105,Checkmate,,1301 1st Ave,Columbus,GA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
106,Fiesta Lounge,,1st Ave,Columbus,GA,(*) - Very popular,Bars/Clubs,checked,,8/13/2019 1:41pm,8/13/2019 2:05pm
107,Ann & Jaime's Tic Toc,,408 Broadway,Macon,GA,"(*) - Very popular,(D) - Dancing",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
108,Basement,,3 E. Charlton St. ,Savannah,GA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
109,Blue Bull,,201 E. River,Savannah,GA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
110,Colonial Lounge,,115 Albecorn,Savannah,GA,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
111,Lamp Post,,325 E. Bay St,Savannah,GA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
112,Purple Tree,"Manager Hotel
",Congress & Bull Sts,Savannah,GA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
113,Rio Lounge,,116 Drayton,Savannah,GA,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
114,Sign of the White Hart ,,301 E. President St. ,Savannah,GA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,8/13/2019 1:41pm,8/13/2019 1:57pm
115,Novelty Bar,inquire locally,,Savannah Beach,GA,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 1:41pm,8/13/2019 2:05pm
116,Port Royal East,,Butler Ave,Savannah Beach,GA,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 1:41pm,8/13/2019 2:05pm
117,Riptide,inquire locally,,Savannah Beach,GA,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 1:41pm,8/13/2019 2:05pm
118,Den,,4065 Florida Ave,Baton Rouge,LA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
119,Mirror Room,,3rd & Florida,Baton Rouge,LA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
120,Spotlight Lounge,,852 Main St,Baton Rouge,LA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
121,Le Cabri,,206 E. Vermillion,Lafayette,LA,,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
122,My-O-My Club,"(tourists)
",1744 Lake Ave,Metarie,LA,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
123,Chateau Flamenco,,607 Charles St,New Orleans,LA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
124,Coffee Pot,,714 St. Peter St. ,New Orleans,LA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 1:41pm,8/13/2019 2:03pm
125,Dixie's Bar of Music ,"(was-wasn't-maybe ok now)
",701 Bourbon St.,New Orleans,LA,,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
126,Fatted Calf,,727 St. Peter St,New Orleans,LA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds",Restaurant,,,8/13/2019 1:41pm,8/13/2019 2:04pm
127,Finale,"(restaurant upstairs)
",1041 Royal St,New Orleans,LA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
128,Galley House,,542 Chartres St,New Orleans,LA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
129,Kookies,,1210 N. Rampart St,New Orleans,LA,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
130,Lafitte's in Exile,,901 Bourbon St,New Orleans,LA,(*) - Very popular,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
131,Lafitte's in Annex ,,740 Burgundy St. ,New Orleans,LA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:05pm
132,Mr. D's ,,600 Dauphine St,New Orleans,LA,"""(G) - Girls, but rarely exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:08pm
133,Mom's Society Page,,819 St. Louis St. ,New Orleans,LA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,8/13/2019 1:41pm,8/13/2019 2:08pm
134,Speakeasy,,834 N Rampart St,New Orleans,LA,"(M) - Mixed Crowds,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
135,Wanda's,,608 Iberville,New Orleans,LA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
136,Elbow Room,,708 Louisiana Ave,Shreveport,LA,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
137,Gay 90's ,,716 Louisana Ave,Shreveport,LA,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
138,Korner,,800 Louisana Ave,Shreveport,LA,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
139,Western Hills Motel Bar,(Bosier City),3515 E Texas,Shreveport,LA,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 2:08pm
140,Koko's ,,W Beach Hwy,Biloxi,MS,(*) - Very popular,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
141,Koko Beach Motel ,,W Beach Hwy,Biloxi,MS,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,8/13/2019 2:05pm,8/13/2019 2:11pm
142,Mirror Room,,710 Central Beach Blvd,Biloxi,MS,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
143,Tap Room,,On Broadway,Hattiesburg,MS,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
144,Sports Lounge,,May Street,Jackson,MS,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
145,Hitching Post,,Hwy 34,Tupelo,MS,,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
146,Tempo,,159B E. 4th St,Chapel Hill,NC,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
147,Baringer Inn Bar,,426 N. Tyson,Charlotte,NC,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
148,Honey's Brass Rail,,Tyron & Morehead,Charlotte,NC,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
149,Duke's Tavern Jack Tar Hotel,(use side entrance),Corcoran & Chapel,Durham,NC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
150,Stein Room Holiday Inn,,422 Eastern Blvd,Fayetteville,NC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
151,General Greene Bar,,253 N. Greene St,Greensboro,NC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
152,Sand Bar ,,19 S. 2nd St,Wilmington,NC,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
153,Wit's End,Wrightsville Beach,,Wilmington,NC,,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
154,Gold Coin Lounge ,,79 Dorrence,Wilmington,NC,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
155,Kubla Khan Lounge,,129 Weybosset,Wilmington,NC,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
156,M.B. Lounge,,91 Clemence,Wilmington,NC,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
157,Tiogue Vista ,at Lake Tiogue ,,Wilmington,NC,,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
158,Continental Rt 7,,Smithfield ,Woonsocket,NC,,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
159,Mirabar Lounge,,90 Bernon St. ,Woonsocket,NC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
160,High St. Cafe,,281 High St.,Woonsocket,NC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
161,New Yorker,,King St nr Market,Charleston,SC,(*) - Very popular,Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
162,Wagon Wheel,,330 King St,Charleston,SC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
163,The Lounge,,1103 Lady St,Columbia,SC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
164,Horseshoe Lounge,,443 E. Stone,Greenville,SC,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
165,Pizza Palace,,3201 Brainerd Rd,Chattanooga,TN,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
166,Rathskeller,,618 Cherry,Chattanooga,TN,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
